CustomerID,Recency,Frequency,Monetary,Cluster,Segment
12930.0,77,27,409.9,0,High Value
12931.0,21,102,33462.81,0,High Value
12933.0,23,107,606.28,0,High Value
12935.0,1,130,2156.45,0,High Value
12936.0,16,63,1012.9,0,High Value
12937.0,14,120,1504.27,0,High Value
12938.0,25,9,114.14,0,High Value
12939.0,63,47,11581.8,0,High Value
12940.0,45,103,876.29,0,High Value
12942.0,130,75,683.9,0,High Value
12943.0,300,1,-3.75,1,Regular
12944.0,35,30,604.51,0,High Value
12945.0,287,23,462.95,1,Regular
12947.0,143,103,1407.29,0,High Value
12948.0,15,118,2053.7,0,High Value
12949.0,30,219,4143.02,0,High Value
12950.0,1,23,1843.0,0,High Value
12951.0,8,65,1042.07,0,High Value
12952.0,5,80,1382.84,0,High Value
12953.0,9,17,329.85,0,High Value
12955.0,0,183,4734.26,0,High Value
12956.0,305,19,108.07,1,Regular
12957.0,3,244,3979.04,0,High Value
12962.0,6,16,266.39,0,High Value
12963.0,7,96,1841.03,0,High Value
12965.0,88,109,771.91,0,High Value
12966.0,9,10,160.18,0,High Value
12967.0,2,33,1194.75,0,High Value
12968.0,111,5,135.95,0,High Value
12970.0,6,151,452.24,0,High Value
12971.0,3,308,10930.26,0,High Value
12974.0,197,8,144.8,1,Regular
12976.0,211,22,738.6,1,Regular
12977.0,155,9,39.24,1,Regular
12980.0,155,24,7092.06,1,Regular
12981.0,29,20,372.22,0,High Value
12982.0,239,34,377.2,1,Regular
12984.0,18,4,97.5,0,High Value
12985.0,0,78,1215.62,0,High Value
12987.0,73,30,545.0,0,High Value
12988.0,291,92,535.32,1,Regular
12989.0,2,68,6854.51,0,High Value
12990.0,30,13,409.5,0,High Value
12991.0,22,31,503.76,0,High Value
12993.0,22,27,414.76,0,High Value
12994.0,3,73,902.22,0,High Value
12995.0,77,5,200.72,0,High Value
12997.0,21,67,1197.94,0,High Value
12999.0,195,28,455.88,1,Regular
13000.0,106,31,534.85,0,High Value
13001.0,3,342,9797.92,0,High Value
13002.0,317,7,120.95,1,Regular
13003.0,105,6,149.05,0,High Value
13004.0,11,409,5613.43,0,High Value
13005.0,173,29,468.95,1,Regular
13006.0,55,4,81.57,0,High Value
13008.0,322,15,178.46999999999997,1,Regular
13011.0,371,3,50.55,1,Regular
13012.0,8,107,1311.62,0,High Value
13013.0,0,222,4786.99,0,High Value
13014.0,2,124,3365.43,0,High Value
13015.0,52,176,3346.28,0,High Value
13016.0,72,47,789.89,0,High Value
13017.0,6,1,204.0,0,High Value
13018.0,15,459,7272.75,0,High Value
13021.0,3,134,2584.4,0,High Value
13023.0,63,40,689.9,0,High Value
13026.0,0,43,936.15,0,High Value
13027.0,113,26,6912.0,0,High Value
13028.0,22,47,659.68,0,High Value
13029.0,30,10,1247.5,0,High Value
13030.0,10,99,799.48,0,High Value
13032.0,38,75,996.52,0,High Value
13033.0,356,11,190.55,1,Regular
13034.0,54,37,642.77,0,High Value
13035.0,57,30,886.63,0,High Value
13037.0,137,48,881.07,0,High Value
13038.0,79,28,908.46,0,High Value
13040.0,8,43,676.99,0,High Value
13043.0,253,14,471.57,1,Regular
13044.0,290,33,560.47,1,Regular
13045.0,98,18,305.28000000000003,0,High Value
13046.0,30,35,629.31,0,High Value
13047.0,31,196,3079.1,0,High Value
13048.0,13,137,1805.91,0,High Value
13049.0,63,14,656.6800000000001,0,High Value
13050.0,8,422,5684.61,0,High Value
13052.0,211,18,348.15000000000003,1,Regular
13055.0,63,78,1201.96,0,High Value
13058.0,24,8,271.40000000000003,0,High Value
13059.0,249,8,183.4,1,Regular
13060.0,253,15,307.53,1,Regular
13061.0,71,10,248.61,0,High Value
13062.0,190,11,346.98,1,Regular
13064.0,12,69,1119.49,0,High Value
13065.0,372,14,205.86,1,Regular
13066.0,23,49,430.9,0,High Value
13067.0,81,15,115.46,0,High Value
13068.0,9,2,344.0,0,High Value
13069.0,0,470,3717.82,0,High Value
13070.0,191,9,228.8,1,Regular
13072.0,266,7,177.15,1,Regular
13075.0,129,22,919.61,0,High Value
13077.0,0,112,729.27,0,High Value
13078.0,0,380,12432.28,0,High Value
13079.0,3,6,220.1,0,High Value
13080.0,178,6,58.08,1,Regular
13081.0,0,1061,27964.48,0,High Value
13082.0,125,75,3595.48,0,High Value
13083.0,3,18,303.75,0,High Value
13085.0,157,29,272.38,1,Regular
13089.0,2,1857,57385.88,0,High Value
13090.0,8,161,8689.39,0,High Value
13091.0,20,24,319.82,0,High Value
13092.0,70,26,459.83,0,High Value
13093.0,266,170,7741.47,1,Regular
13094.0,20,30,1708.86,0,High Value
13095.0,70,6,74.39999999999999,0,High Value
13097.0,32,437,5893.32,0,High Value
13098.0,0,605,28658.88,0,High Value
13099.0,98,1,207.36,0,High Value
13101.0,233,8,101.19,1,Regular
13102.0,0,310,6336.29,0,High Value
13103.0,39,8,243.94,0,High Value
13104.0,2,20,1098.48,0,High Value
13106.0,128,2,59.5,0,High Value
13107.0,43,60,1524.07,0,High Value
13108.0,372,10,350.06,1,Regular
13109.0,2,50,766.84,0,High Value
13110.0,30,146,1452.87,0,High Value
13113.0,0,280,10510.0,0,High Value
13115.0,8,132,2205.63,0,High Value
13116.0,116,31,485.19,0,High Value
13117.0,21,76,984.91,0,High Value
13118.0,19,82,1125.0,0,High Value
13120.0,238,1,30.6,1,Regular
13121.0,268,53,254.73,1,Regular
13122.0,93,55,922.39,0,High Value
13124.0,89,235,3866.33,0,High Value
13126.0,4,142,2056.29,0,High Value
13127.0,77,15,259.17,0,High Value
13130.0,93,2,64.0,0,High Value
13131.0,22,46,1039.3,0,High Value
13132.0,261,3,77.3,1,Regular
13133.0,273,7,109.8,1,Regular
13134.0,72,105,1740.63,0,High Value
13135.0,196,1,3096.0,1,Regular
13136.0,49,139,2545.38,0,High Value
13137.0,10,705,3605.08,0,High Value
13138.0,21,63,962.39,0,High Value
13139.0,15,174,5055.79,0,High Value
13140.0,107,46,423.72,0,High Value
13141.0,84,136,2385.8,0,High Value
13142.0,18,23,307.09,0,High Value
13144.0,332,3,110.95,1,Regular
13145.0,39,7,614.77,0,High Value
13146.0,25,17,228.91,0,High Value
13147.0,9,4,712.8000000000001,0,High Value
13148.0,28,347,3348.48,0,High Value
13149.0,13,86,1676.06,0,High Value
13151.0,202,75,1250.37,1,Regular
13153.0,5,15,486.22,0,High Value
13154.0,143,1,-611.86,1,Regular
13155.0,32,85,971.76,0,High Value
13157.0,48,89,1721.57,0,High Value
13158.0,94,79,1201.06,0,High Value
13159.0,8,122,1379.75,0,High Value
13160.0,21,4,91.8,0,High Value
13161.0,312,8,112.75,1,Regular
13162.0,121,82,1644.99,0,High Value
13165.0,45,42,1021.48,0,High Value
13166.0,281,42,414.7,1,Regular
13167.0,18,65,791.33,0,High Value
13168.0,35,133,1310.14,0,High Value
13169.0,63,13,712.88,0,High Value
13170.0,26,32,116.01,0,High Value
13171.0,7,48,426.81,0,High Value
13173.0,3,43,353.65,0,High Value
13174.0,15,314,2817.03,0,High Value
13176.0,45,72,492.84,0,High Value
13177.0,64,17,282.45,0,High Value
13178.0,25,265,5725.47,0,High Value
13182.0,44,11,121.18,0,High Value
13183.0,7,94,3957.78,0,High Value
13184.0,14,183,1648.79,0,High Value
13185.0,267,1,71.4,1,Regular
13186.0,39,84,1539.69,0,High Value
13187.0,336,37,236.02,1,Regular
13188.0,10,2,114.6,0,High Value
13189.0,18,29,260.68,0,High Value
13192.0,94,63,911.94,0,High Value
13193.0,60,29,117.88,0,High Value
13194.0,135,3,60.7,0,High Value
13196.0,10,110,1797.78,0,High Value
13198.0,9,229,3384.09,0,High Value
13199.0,3,120,9803.96,0,High Value
13200.0,18,46,870.09,0,High Value
13203.0,9,57,869.46,0,High Value
13207.0,14,8,250.26,0,High Value
13208.0,58,150,1205.9,0,High Value
13209.0,29,329,5820.16,0,High Value
13210.0,93,22,353.48,0,High Value
13211.0,9,56,1197.42,0,High Value
13212.0,8,143,780.58,0,High Value
13213.0,56,92,1518.43,0,High Value
13216.0,267,5,333.74,1,Regular
13217.0,121,7,133.62,0,High Value
13218.0,126,5,62.63999999999999,0,High Value
13220.0,77,21,819.2900000000001,0,High Value
13221.0,239,66,847.41,1,Regular
13223.0,199,5,163.20000000000002,1,Regular
13224.0,59,109,2150.85,0,High Value
13225.0,2,34,6083.04,0,High Value
13226.0,272,16,108.21,1,Regular
13227.0,201,9,257.7,1,Regular
13228.0,80,2,358.0,0,High Value
13229.0,225,10,160.95,1,Regular
13230.0,3,612,2763.41,0,High Value
13232.0,12,207,1357.6,0,High Value
13233.0,73,43,605.12,0,High Value
13235.0,211,59,101.17000000000009,1,Regular
13236.0,24,39,727.27,0,High Value
13238.0,10,32,680.83,0,High Value
13239.0,261,22,329.56,1,Regular
13240.0,95,67,663.65,0,High Value
13242.0,111,13,270.40000000000003,0,High Value
13243.0,202,58,600.07,1,Regular
13244.0,92,27,121.74,0,High Value
13245.0,50,16,430.5,0,High Value
13246.0,17,143,1922.1,0,High Value
13247.0,17,25,501.12,0,High Value
13248.0,124,26,465.68,0,High Value
13249.0,91,23,711.41,0,High Value
13253.0,156,36,1030.4,1,Regular
13255.0,3,14,390.66,0,High Value
13256.0,13,1,0.0,0,High Value
13258.0,11,38,698.58,0,High Value
13259.0,61,87,292.32,0,High Value
13260.0,60,8,557.62,0,High Value
13261.0,268,9,944.1,1,Regular
13262.0,262,11,200.29,1,Regular
13263.0,0,1677,7454.07,0,High Value
13265.0,52,91,2107.66,0,High Value
13266.0,10,202,3717.67,0,High Value
13267.0,2,224,4404.44,0,High Value
13268.0,17,447,3167.64,0,High Value
13269.0,0,320,5315.92,0,High Value
13270.0,365,1,590.0,1,Regular
13271.0,36,101,178.26,0,High Value
13272.0,30,15,276.56,0,High Value
13273.0,112,16,138.98,0,High Value
